	coefficient	p_value	random_intercept_variance	residual_variance	log_likelihood	aic	bic	bse	q_value
DDX39B	0.33894181796494127	0.04805284118286577	0.0270655791159358	0.5623433067298108	-431.68743582785623			0.1714510981550134	0.08586491293331752
CDC37	0.5013722897866779	0.0032761429446426303	0.14699792073667253	0.49628648291729444	-363.6905382777587			0.17050202796351613	0.00826194403263347
IYD	0.9661589778684883	8.799409587827753e-08	0.1948025163679501	0.5486916137004131	-390.6786694456247			0.18059323130612365	4.170154978579239e-07
SEC63	0.11664945022863324	0.5318550242011206	0.05594246697886725	0.5654136272808025	-366.1141781547208			0.18658633764472835	0.6131019726689768
PREP	0.28463074025827156	0.10056033078529192	0.1127830535494247	0.47455993351845943	-338.1233694314968			0.17332881830976823	0.15677203944040688
VPS26A	0.5447437321618012	0.010591604004290562	0.08293683161847742	0.7268766165256724	-402.2654279571517			0.21313254609410964	0.02319277573260947
PPA1	0.3961158374534258	0.03775980924176196	0.023157388419001484	0.6753368277042047	-456.00668786060896			0.1906738303911449	0.07042276210298191
TIMM13	-0.3396214970529225	0.05031853502360899	0.058093844798253746	0.4696573897498614	-328.54616850572404			0.1735200739211265	0.08942478778652249
TXNRD1	0.08481348948129536	0.6644331858088655	0.1618250587701193	0.6057948556829656	-386.1976110173546			0.19551257723296556	0.735676021759026
HINT1	-0.5700716661081813	5.06457809771695e-05	0.1717418399398442	0.3643482859552588	-335.6895767313795			0.14066720401213478	0.00017807710085520888
HSPA4	0.31780816541530305	0.10329174606493993	0.09875490911693839	0.6689072073848619	-428.6271606227965			0.1950819891210926	0.15982524115095595
OGDH	0.8054737596632969	5.390274548627836e-07	0.14283294115525563	0.4910356588564487	-399.3279510033731			0.16071311901616306	2.339760766461906e-06
PSMD12	0.13310173960590452	0.4924632139824553	0.06960932035187187	0.5861045274513063	-356.93211867008915			0.19391382574436827	0.5778784843502257
CLUH	0.31675368396652565	0.08177896138874154	0.03844956127209879	0.49313145709110395	-327.06890518444675			0.1819946410432228	0.13376381922715944
ACOX1	-2.072943219032106	7.529490750432574e-64	0.01132981057065828	0.3086897386791999	-335.43107779293587			0.12288034614217722	3.3574683755337977e-62
SRP68	0.4006350434588452	0.01930377967087604	0.0988190737702856	0.4745624600270163	-345.3577464135649			0.17123994644735097	0.039617171249224675
ASGR1	0.13123958883245282	0.41875330814752054	0.016168887722571166	0.5127035906739857	-422.6845400613611			0.1623075163408465	0.5077836777413074
FKBP3	0.1638148820213645	0.43228573721747254	0.08844608535733932	0.6677324288626976	-371.9578354925583			0.20860530211233566	0.520973351609755
GSTZ1	-0.8414030923654044	3.3554957295141624e-08	0.05443726098525391	0.4631277920987798	-407.440264639986			0.152378483965303	1.6458706553266968e-07
PYGL	0.29376592182051176	0.05074870304896062	0.033666689433172026	0.45566028667632363	-410.0476801234058			0.15037168722470873	0.0898636781426541
SLC10A1	0.34264540528236037	0.02941880362342762	0.017811681954648294	0.4813541747099427	-407.52296845163187			0.15733350796291842	0.05703526947545948
ALDH6A1	-0.0069585495666609634	0.967875305933187	0.1101597289013274	0.6073297350080679	-462.6595922142799			0.17278355268799805	0.9738314616620067
ECI2	-1.1589977554837878	1.707617370574513e-10	0.025351227000967248	0.5207046744497362	-372.1798022700457			0.18150266994261907	1.0030973895410762e-09
SFXN1	1.5659037240680764	3.842472139940548e-27	0.026825804548284343	0.32250060735379804	-279.5262805414568			0.14512693415420103	4.832647652925228e-26
LMAN2	0.29567257042461564	0.06509350584394842	0.004999482548347033	0.4873324588167557	-397.2715433831754			0.16028954932275824	0.11046298273660535
ERAP1	0.3763908054285171	0.043742411412860484	0.044323401726510565	0.5326553417835668	-340.958748213812			0.18665079240126717	0.07920273389688594
ACOX2	0.11467524059269688	0.5358313942553159	0.03590352929894655	0.6418919149773245	-453.0784217383741			0.18522027646647338	0.6158468374872076
SUCLA2	1.3245310187963875	7.498070203173481e-22	0.004047513957715981	0.38540680592138415	-377.5408085813242			0.13787712250636822	7.583099865271324e-21
DNAJC3	0.5716365433151916	0.0026249968093764115	0.07370904174420187	0.5509608400541374	-356.6506930518052			0.19000415485103286	0.006794516807383271
PSMB5	0.08518000700976974	0.6820395309944081	0.044787575436503496	0.643984278638638	-371.9614867599055			0.20791758154619014	0.7492505933992322
DHRS4L2	0.07487467775560756	0.7026393134792542	0.048665732836932644	0.5757193678572694	-350.441676860052			0.19613017935819643	0.7661850476620307
CCT5	-0.36633282029207803	0.02995657366813568	0.11348989277063047	0.5071012523362616	-386.5353231730626			0.1687653203471529	0.0579633111803572
CMBL	-0.491975126970376	0.009375786953357912	0.14173732191681546	0.5465815968527323	-360.5027573828585			0.18936403352048006	0.020809156111412017
GPT	0.27673343017497465	0.1849141319115689	0.05654720726889123	0.6763035308903332	-386.9553000913494			0.2087332801321761	0.26289965710905666
CYC1	0.6027904236696157	0.0002727793058214053	0.07835228929584495	0.4635774155883629	-354.92014561983103			0.16560783325954356	0.0008688198019831125
OPLAH	0.14756022533621888	0.42931494250689906	0.23291507742955095	0.5611543768328026	-365.1474068795004			0.1866989596624051	0.5186674366986058
PLEC	0.4655233595426132	0.003941988541130409	0.17536725960250896	0.47140716576191205	-385.7557317721869			0.1614849043614076	0.009716308439318923
NAPRT	0.0033468024402629527	0.985437075544546	0.2963067337482066	0.4756217693756487	-317.25732446324446			0.183356971339854	0.9884598886597133
PTK2	-0.4258430466845717	0.07913297360257988	0.262152820531577	0.8898010085771715	-419.8857522182916			0.24254347113415478	0.1302507501747162
PMM2	0.423120853601556	0.06109882867866786	0.18104453241009522	0.7942924294431667	-408.9889313688932			0.22593200918222459	0.10497014174040835
NIT2	0.35081445849345977	0.07288500099591681	0.059887584482822456	0.630292409432448	-397.62393887849726			0.19559779836827104	0.120981702160735
DNM1L	-0.0648031707422133	0.723585727776334	0.14026815311071905	0.5074114923234603	-330.37382590202367			0.18323028071629735	0.7814938824734577
EHHADH	-1.9963791341712562	1.1122635738995096e-63	0.01669281878097004	0.28488849109054887	-318.3518762513804			0.11850377468259464	4.744045939110517e-62
EIF4A2	-0.13398691372965596	0.4817371272664863	0.014988604358008114	0.6101807890700064	-388.8268832976007			0.19045451229215357	0.569378460058341
ATP5PO	1.7428470132369283	8.052023013515979e-38	0.1172218209283474	0.3693089188470113	-370.14059983721813			0.1355762947407213	1.4361881047743956e-36
TMBIM6	-0.19853418814710663	0.343345045287727	0.007301561863727504	0.6907144819728623	-397.3914140597948			0.20951782571429622	0.4357328453134026
CSAD	-0.636280278731181	0.0013359544024551125	0.07971729761693216	0.6862481561316286	-418.0057545825265			0.19833294323085504	0.003732827094262091
GLO1	-0.08864300794624941	0.5014343754695383	0.26298109718527984	0.343615989006041	-349.7176887423316			0.13186320926175712	0.5851622527143095
XDH	-0.1709285203594942	0.31960085965978313	0.13254611000554117	0.5483483227053605	-422.812604513721			0.17173939785795264	0.4103775436207425
MAN2A1	0.5353148801965196	0.00434100828079105	0.13123088136832434	0.5527937049845544	-358.8339827171841			0.1876811977438353	0.010619773375202044
NDUFV2	1.2549950702392925	4.4069768640984626e-16	0.039743735826223904	0.42907080158208644	-365.3854573373246			0.15442633307636663	3.5148327672199937e-15
PDIA2	0.6265557044796537	0.0005109924350409597	0.09945210716328817	0.5040889619290734	-333.42540284842903			0.1803075888956225	0.001561631086527045
AFG3L2	0.7860717470413934	1.2424742526758605e-05	0.00953161670403381	0.48367063541713196	-318.8187641640403			0.17987918260955288	4.6699894324713374e-05
CNDP2	0.4431499446341321	0.04699606319555287	0.17949886711791205	0.7833865007743929	-418.5767575571433			0.22309922174785984	0.08412981385919227
DDB1	0.3416802918452076	0.08954613146894108	0.024041849470041808	0.7035496663585271	-434.80605828111845			0.2012492331061699	0.14353718132521437
ALDH1A1	-0.14138952068289626	0.41546710572980217	0.00518333861602748	0.5828372209629894	-436.0725832869198			0.17363097199292027	0.5053661220441397
ATL3	-0.5675948723040223	0.004659624891191016	0.10437302219380228	0.6639069537868227	-407.85684533643564			0.2005870518514047	0.011231184320045176
AK3	0.9147094444840643	4.044673384192696e-08	0.015993719193582875	0.5458883945273675	-435.78814281060613			0.16664743513496735	1.9545933940359777e-07
GLDC	0.46488333808181814	0.006658653034037287	0.22753709311772688	0.48028219866081784	-361.84354232350154			0.171325532114149	0.01533149547262214
RAB1B	0.3945588358800381	0.01648109374603047	0.0031245527449353487	0.51900057196027	-416.3210439457771			0.16453087838338482	0.03454690804456387
PAPSS2	-0.7411443392934145	2.0651996682969053e-05	0.15780688985754004	0.4834309745101676	-355.1346765926819			0.17407060193078813	7.531453065424772e-05
CPT1A	-0.0023590247004149543	0.9880647552785096	0.07722176076897874	0.4709025659898148	-390.0211736895003			0.15769757834324244	0.9900832736754013
STIP1	0.09877851168496456	0.6018177479897542	0.14431181934961546	0.6663398806374531	-453.9814553911692			0.1893076458976958	0.6762694281534352
GK3	0.21386939932416624	0.2003543606863415	0.10901007983540983	0.4447866015898256	-337.0844108699714			0.16701466526081998	0.28038178007603565
GSTO1	0.4093578717582233	0.0640974447986591	0.10148421030070601	0.7829085301700588	-404.94349312478187			0.22109508442317435	0.10907419932126383
HOGA1	0.8855185303636985	1.2798502927971957e-07	1.598001656038322e-08	0.4764116041126532	-364.93765741303207			0.16765760639396296	5.978729224924042e-07
SACM1L	-0.011338739617642693	0.9528479071391269	0.07359010682876294	0.6162718606031049	-388.23123723516323			0.1917568324454669	0.9656155142211151
PRDX4	-0.5256191110525381	0.0024050177833984878	0.008424784166865498	0.574391739721774	-425.6103205097179			0.17318344229123178	0.006291526521370444
TMT1B	-1.30822018249296	5.4109753370330907e-20	0.03636482186915598	0.40182845354781954	-377.7842646751683			0.14288909009966705	5.308166805629463e-19
HSD17B6	1.4391629750510977	5.019979143163463e-19	0.011749622136987518	0.3850488758809996	-294.73589764091673			0.16148916091648327	4.690094799469864e-18
CYP2E1	-1.6567654323994956	7.306859118168924e-33	0.0034861508104516645	0.2812877706366648	-257.7601741851155			0.13875553088002957	1.1200044992068302e-31
TALDO1	0.1360252231242117	0.44199638439083744	0.15406431457662628	0.5642888811947073	-406.6256839988898			0.17692580029331445	0.5294242406439701
CCT8	-0.19080243532152627	0.2596152480554673	0.043707813592578866	0.5468805353596234	-412.3185952604431			0.16925598278399515	0.34650688209852165
PGM1	-0.41344897580931644	0.027904273508125105	0.020553325650909025	0.6789745407008916	-461.8246340271312			0.18804849340045232	0.05507865656231535
EIF5B	0.6076230774968668	0.0015790604836039245	0.08342536711973025	0.6024941839395493	-364.8000197699181			0.19230116416074078	0.0043512874562231735
CYP27A1	-1.7988217763045782	4.316216565108317e-58	0.00804749330820459	0.2547309733317768	-298.00187498180776			0.11195455103729039	1.3231901407410184e-56
FARSB	0.15502006477672392	0.40782763718422144	0.013881527666533921	0.6011694441630842	-403.8766893169378			0.18728505349574778	0.49823027656005137
AGXT	1.7363916728581779	4.300367030504094e-33	0.015025138788228249	0.3623574091751846	-324.17357162414623			0.14489022141725713	6.696285804642088e-32
ACTR3	0.30428008090613556	0.08707396861051957	0.18460137190860818	0.5769560821909733	-429.0624128133222			0.1778335467059896	0.14034440996474193
DARS1	0.13624739772332173	0.44703991488318184	0.006014565144342017	0.5410929979124114	-382.05628209350607			0.1791882059326366	0.5348123859760993
PHYH	0.3857277662356147	0.04086008002018447	0.08711003742738054	0.5612603618881439	-358.5591964463034			0.18862481984120322	0.07506318071123777
ALDH9A1	-0.25833904567219157	0.14925109610684845	0.023669264757854025	0.6071725918460579	-433.0220574349303			0.17913070829204164	0.21853033624002735
PSMB7	-0.16661691668619574	0.42750228400792967	0.08609471073229415	0.7423188580715754	-433.6489327544815			0.20998435116313416	0.5171143534053996
NDUFA8	1.0413244675357531	2.0159600350592246e-13	0.0907096766560874	0.4088092761850213	-391.7178925760377			0.14172050123562957	1.3545594482144516e-12
PSMD14	-0.7211077964650741	2.45118500948683e-05	0.007055544333472256	0.5033298658174672	-367.78351101672274			0.1709090795424273	8.873108835079633e-05
AGPAT2	-0.3365239870384964	0.0995223747882532	0.10342767698259674	0.6673632880781738	-379.3500561818395			0.20430390170749324	0.15613834339806895
ABCB11	0.8525865019375215	3.2247833087386234e-07	0.2963696641376302	0.5045151675661356	-400.6503667540205			0.16685278905992584	1.4250055972399051e-06
CAPRIN1	0.46698024025190515	0.006732514645315355	0.058717510364222444	0.50443662201189	-373.07439743649206			0.17233057479481273	0.015431301091248512
HAO1	0.6082076292196205	0.0012374225231092356	0.09755082964535762	0.6403314616079038	-437.9160109315835			0.18829311644430738	0.003468318557629029
MTCH2	-0.012122513092756203	0.9495168354188734	0.04390420093901494	0.5863193801882015	-351.9646710413118			0.19146794549025517	0.9656155142211151
IVD	0.7656964152558171	5.936787034544952e-06	0.04615983006038833	0.5663590806635505	-443.7565829239975			0.1690791095001129	2.3483822906808862e-05
PCK1	1.7222380669276935	6.128287563419572e-35	0.05930263025694086	0.3635147786209965	-343.43372262750745			0.13966150499397775	9.855491966745246e-34
GNAS	-0.2006719244813944	0.26378214894013485	7.983344077082633e-11	0.5423335765871204	-374.96589331139955			0.17957277453976844	0.34968957852739496
ACSS2	0.5296338935290561	0.016080536021695277	0.14462675706581096	0.7441594375096123	-400.05814812464234			0.22003146537937762	0.033851943856830616
RPN2	0.5333529376597068	5.59479693353635e-05	0.21342928873096953	0.3502233811716203	-358.554106496661			0.13236929423007943	0.00019437453284026817
ANXA5	0.48432710049744365	0.015411507348636473	0.19665494499901073	0.6466504132509888	-394.4980581818796			0.19992353362875917	0.03272443443509173
TDO2	0.9097798783011929	1.4785372046646773e-07	0.05639751950650057	0.5249460470233601	-389.69764087795465			0.17311952513018794	6.809600928526049e-07
PPA2	0.5778090716283514	0.004854498919632679	0.03135002564905713	0.6516653826489706	-384.3454814621306			0.20514901886803363	0.0116436758928109
EIF4E	0.07095373302396048	0.7152742691084207	0.028006294526973532	0.6007073112183615	-393.75117446562706			0.19451005259296608	0.77534150054736
CRYZ	-0.286814016156307	0.08053255852157247	0.09284237362939779	0.4865736608960032	-383.39661906046103			0.16411839055755068	0.1323323951585638
RMDN1	0.31927847170988666	0.08309460348724285	0.07397379661590056	0.5193080085386018	-349.66139776645116			0.18423391083313054	0.13495994374335302
TXN	0.15112903914072848	0.3751957177299836	0.00038582870599593544	0.5223496016776229	-398.40882754062113			0.17042391598223477	0.467090100371972
ALAD	-0.20661070679610472	0.3114980689248492	0.03135909269780366	0.6210357828782035	-360.20833894702344			0.20414390743328875	0.40207842844115405
DNAJA1	-0.5853096331541764	0.0007838418849934287	0.012983700085406622	0.5124451781414148	-361.3932262436126			0.17428029424747438	0.002261614379936922
STOML2	0.2752675791021189	0.08442870875291603	0.1653772362237081	0.41081829182639457	-326.6233753091169			0.15952470320212053	0.13667419684259177
GNE	-0.4641832281421482	0.021914993098582008	0.06672058757669447	0.6813030033600342	-409.2244375283776			0.20253753906007171	0.04432702727775041
YBX1	0.37962873183641815	0.04382885664468617	0.05343567767294672	0.6147341858183105	-415.8846158199319			0.18833369728392696	0.07920273389688594
CAP1	0.22526846638564463	0.18414237051699467	0.1677790771529552	0.4392401070566069	-317.24358013170024			0.16961605180731987	0.26289965710905666
AKR1A1	-0.822045236876977	2.8532946890450557e-07	0.04029339467650454	0.4955444199515091	-410.5274007000912			0.16015257122799775	1.272310040887818e-06
DDOST	0.8734370574390654	3.2539367497118394e-06	0.05309815402014291	0.65983501645806	-451.2491503619772			0.18767032100493533	1.3190545253997168e-05
AK2	0.5455053886761398	0.0009177424213734712	0.033585672790352225	0.5397041122179083	-436.4680815682457			0.16457652086760655	0.002624796837805759
NUDC	0.09317760162675458	0.633382592908386	0.05425211833828422	0.6050684732873343	-383.80876242610907			0.1953526575328413	0.7052761902873175
PSMC2	-0.31204195570607485	0.11823274749092941	0.0580162914280011	0.7243986605591127	-451.9608073689835			0.19974078701850853	0.17954539518359405
PGD	-0.045915122914959146	0.8389398115150528	0.08671959047400972	0.7806895012992067	-403.04434332130006			0.2259049162551866	0.8746014400597947
PARK7	0.19998322849943315	0.3170633714905112	0.01875544883370938	0.6990341468828539	-421.0838473850988			0.19988112830401172	0.40765290620208583
PAICS	0.36109588279836236	0.08886309282870185	0.03752277691204014	0.6732469119361474	-376.07256196188314			0.21223136495376457	0.14267544036817761
GSTK1	0.2066618128089554	0.20474800209519028	0.011362943996428947	0.5072608259863182	-413.8636791608651			0.1629645247275409	0.2857152063376695
MOGS	0.33422170620135294	0.05291097044869819	0.14989733710395117	0.5431473779464229	-414.45611773813494			0.1726666769722348	0.09252346169371287
SEC61A1	0.5305597350812014	0.0033518074344607933	0.06520008339765503	0.5094837037048905	-347.6563440591634			0.18086333652896036	0.008431084854374457
GYS2	0.5559772355357737	0.002684087323584117	0.2622886586431885	0.5667032497839448	-379.368300259619			0.1852160364713668	0.006910996494582726
FKBP4	0.04040068950985746	0.8254977878584387	0.09693653038854569	0.5579588640648018	-384.9193382036801			0.18324017272928675	0.8661105132504047
U2AF2	0.25814890399641394	0.14675250685613161	0.03559883889283134	0.5068391880579904	-339.7917874885949			0.17789898511096586	0.21551528327225317
TJP1	0.2655906019844266	0.13571300161743904	0.1394044501230357	0.511891307876905	-351.3185367182966			0.17801609299199536	0.20202496902383568
MVP	-0.3051887306679035	0.044119983789696296	0.2236284944110212	0.4203562301203056	-358.4334991801891			0.15161274062806898	0.07956195606193395
STARD10	-0.7403012816225172	0.0018193628309507057	4.3144803402784004e-10	0.6251994163456636	-408.1248172507833			0.2374101846836598	0.004916790460503147
NUCB1	0.01020919834971829	0.9535080453386949	0.05364582254534945	0.5474719878505051	-394.7221725837594			0.1751087775424646	0.9656155142211151
NOMO2	-0.22225196916849985	0.3560383713436357	0.18702550839462953	0.808782997506945	-395.9027236266893			0.24080863521417917	0.4472133704073068
ACADSB	0.7922832326937761	5.607338714963904e-05	0.027908146869788934	0.6273020206384949	-390.22553810329987			0.19665716525820398	0.00019437453284026817
UQCRC2	1.905256128864991	1.8962686971112087e-42	0.11970908262264944	0.3755785630460377	-370.633078830097			0.13953257326723145	4.0439991127523823e-41
OAT	-0.4360515537360451	0.02656340928888228	0.06732460967460875	0.5783814355102551	-358.3299497723548			0.1966078817894587	0.052857412804043644
ACSM5	0.2685481531143493	0.17070977094066764	0.06636694783502478	0.5574412349208571	-348.13913647969457			0.1960310320736687	0.24736526631136627
EIF3F	0.17579953361192496	0.4051293215765137	0.032768099519059034	0.6694377046681939	-370.2220868035198			0.21117175440287136	0.49616961855999997
CTTN	0.2157979937458907	0.2841882399977197	0.09225893108835223	0.6757323768826453	-415.558210515267			0.2014999282803219	0.3712232535789121
MSN	-0.04396026993465978	0.8378289778956368	0.195519463510465	0.7239354261825062	-397.4017227184097			0.21478477432321202	0.8743725822506593
PDHA1	-0.7838943129887211	1.0565542778357397e-05	9.69702443381014e-11	0.5197886378402725	-374.4474099358422			0.17794493677779294	3.986460563680233e-05
FLNA	0.3020747833383746	0.09630336671724175	0.16711124766920551	0.5404028359007913	-361.16861174391863			0.18163953931664995	0.15188682114085877
SLC25A15	1.1921043020812814	3.046640854315578e-14	0.010337225122048547	0.46942582304512104	-391.88837053253246			0.1569317601819585	2.1976137338849869e-13
VPS35	0.4750058565144862	0.004371917127980513	0.03949144387651922	0.48160407186185566	-371.24258010274025			0.16666869698520537	0.010668782842161401
COQ9	0.5261429524027759	0.003249264383985159	0.01177220812836282	0.5339937862354951	-372.48392442571685			0.1787707033919329	0.008215279280127425
C11orf54	-0.18566220866690025	0.3212936366705489	0.04740367864253504	0.5751113088048533	-389.3073608057332			0.1871966607399147	0.4120118399657627
AARS1	-0.2314501366116687	0.13420694445356485	0.10171123908623443	0.43873023524192306	-366.2231902176193			0.15453535387091874	0.20008664515037555
SRPRA	0.3830558604581663	0.05610355402245588	0.17814197802682089	0.6885015281568801	-426.7346116508513			0.20052861661586485	0.09741165751509595
APOA1	0.21017080155716958	0.21966990815441856	0.03829790273875426	0.550244141308042	-405.4302379917972			0.1712316421153017	0.30223212363263224
ARCN1	0.5325049466379015	0.0056325420929010895	0.11946906596023353	0.6671619618473393	-438.1364924405809			0.19234840531036468	0.013250656578263714
HYOU1	0.40117533771734865	0.00569485093919078	0.18772199317203064	0.4082109291230185	-374.5670975377261			0.1450982691439918	0.013365188448196544
PSMA4	-0.6727635598978902	0.0005726683028200012	0.0015388363817107895	0.6501528818876922	-437.94371329199225			0.19533007825364102	0.001728577246358219
COX7A2	1.02587093760088	2.552898069150989e-12	0.010904825435335613	0.4076300757811384	-362.92589464322737			0.14654527261171177	1.6368581737497518e-11
LACTB	0.04566664449508353	0.7474436760918721	0.09781689030814482	0.3514564799035151	-314.2876047203382			0.14181663434411904	0.8031130846069294
RPL4	0.17511461034341966	0.24530417059225362	0.049809712870985214	0.44666174129533204	-399.3552099917363			0.15072297898972964	0.3296484813027408
COPB2	0.5389090598994007	0.0021148791703331023	0.30931756375435376	0.5633333925524215	-422.9300476174492			0.17533441363804209	0.00559217376306408
SRPRB	-0.0365415066969763	0.8341513710868864	0.007915112735493867	0.5204167364944329	-377.83840386156476			0.1745221822771919	0.8721678405824036
SLC25A20	-0.18030882416953023	0.3275240944115697	0.09142905299385427	0.5944470205684214	-405.9199434761648			0.184155254629833	0.41945318096311995
EIF3L	0.1505458531131579	0.48863670426783723	0.009629951574172093	0.6947786558967194	-372.39374195687253			0.21740139389361557	0.5761449602004186
APMAP	0.1515928358627271	0.47739953505373	0.07957920756819296	0.6819437266561607	-372.5172846683039			0.2133634002798344	0.5656146665310496
EEFSEC	0.14924454064711895	0.49778909943352034	0.1790570007387508	0.6985039616974167	-365.6331914615133			0.2201336044694528	0.5820394595283475
MIF	-0.41131141861085174	0.015844589307981972	0.022757595551825573	0.5680346997383113	-442.55630908155536			0.1704934900606139	0.03342697228200068
HACD3	-1.1973878859726939	9.323347614796083e-12	8.46016462900141e-10	0.5495161382936592	-406.31388740318243			0.17565816414680527	5.900776780719327e-11
CCT2	-0.62196590220347	0.0025893831686037306	0.044350755956866834	0.7767608688148818	-469.2064551255212			0.2064482905426011	0.006720065842328729
ATP5PD	1.523388905659919	1.901930156266956e-26	0.04521464237157746	0.40874561257773484	-388.08887187472783			0.14314997136456928	2.361763902908714e-25
AP2B1	0.3727202333135041	0.023993516188001687	0.09623478203859576	0.5137576342530601	-406.127349650646			0.16512261907092263	0.048035998735570726
XYLB	-0.05813317445519816	0.8035037652169507	0.12605039548701544	0.8676479773950213	-432.99742653791725			0.23364000356951892	0.8503098097926953
SEC24A	0.2272041471936502	0.2269205742159297	0.026701600420192723	0.58476340131541	-390.42394433406923			0.18803162644805957	0.31004050599697364
CALM2	0.4877140482283089	0.004459130861673388	0.14952847790716745	0.4536915966515533	-318.9907871688862			0.17150612215030447	0.010774402402220674
AIFM1	0.6362833690482337	2.1421465841329382e-05	0.058894073861255634	0.4408589834470677	-399.0310038652931			0.1497301132120349	7.783132589016341e-05
UGGT1	0.5362174463846541	0.005379438688173704	0.22740008147986787	0.6416324277939736	-433.07765202164956			0.19264917222086442	0.012808809109462145
TGM2	-0.055897640245355616	0.7551229958103097	0.1561243894294275	0.5474143391732005	-388.9597027685502			0.17922143878203195	0.8095908840326927
IARS1	0.26909378021847324	0.18449293512805298	0.07849209257321407	0.7178088112640529	-431.7416105941336			0.20277628238798645	0.26289965710905666
FAM120A	0.11197893558743564	0.5847862633739349	0.1597623498577575	0.6712889919271896	-401.50370877935984			0.20493689623060377	0.6601557242460646
OPA1	0.14391209278698497	0.3921364021484435	0.02710031640849938	0.4994471355371441	-385.78697133829496			0.16817083444928313	0.4844909452237066
USP5	0.41254918993214656	0.032153655218388394	0.08234372504512406	0.5611133488501471	-349.3609937985923			0.19255547999072406	0.061727467258784766
RNH1	0.48853979526532515	0.014310663984888953	0.07616013400452348	0.5905964898396603	-339.57939573195426			0.1994553442568911	0.030652317399947736
EPHX1	-1.8887090569777667	3.60126157124619e-47	0.05456842599330261	0.34672145437122415	-357.9591461114112			0.13093278695671087	9.058557952288493e-46
TXNDC5	0.13580340704201227	0.4843220304987469	0.027243888465070202	0.6985766152910877	-453.6322570544696			0.19418016185565048	0.5717447796862464
KYAT3	0.43479576183109186	0.035531224709570285	0.03767629416465664	0.6419931107330161	-366.5261353940814			0.2068238270061694	0.06728982903491978
LRP1	0.48941310641207125	0.005577556470159166	0.2020592826299783	0.5732897519212875	-418.83493376339516			0.17657921513606964	0.013152843502947457
TARDBP	0.4250069945752429	0.013358647021235813	0.12160749584794037	0.5058141194768591	-375.29852567810735			0.17178509493948382	0.028848249312386467
GCN1	0.5372568970779923	0.005925975802351713	0.10290623257180838	0.6234577232881179	-378.5261123152437			0.19523484402603053	0.013808508936121212
NDUFA7	0.8517797178447211	1.8851902379386827e-05	0.009476030403229052	0.5559203869509782	-339.3740175839922			0.19910364106336337	6.94952668046261e-05
LMAN1	0.7716712986222749	2.9541486927037546e-06	0.03585340115658681	0.5280016874874622	-426.77065824603415			0.1650993214650492	1.21256061403447e-05
PKP2	0.620425727771814	0.0007469944375969517	0.030515301362636586	0.5341018229866895	-339.9587518922093			0.1840084919131542	0.0021710947362756933
HNRNPF	0.23450428847033664	0.1411477487079577	0.0420376958260744	0.46760770944922764	-386.07224750217074			0.15936082467068938	0.2088475738801003
DMGDH	1.0906307847592587	8.59589306822431e-13	0.02223851385322829	0.4573961193629637	-402.15866301102574			0.15250801254727586	5.659443691226878e-12
PM20D1	-0.2205193083923708	0.17610885730069747	0.1552354699703521	0.4778837270600881	-361.7262799037567			0.1630055164824721	0.25257717691810555
HNRNPH2	0.28452869029100547	0.14437173387542612	0.09497087715540747	0.6156625027732863	-400.0972157000323			0.19492232475767793	0.21265566205974928
RAB2A	0.4786439096909782	0.02818205516973342	0.0818730419160578	0.6639402555588891	-356.35437954345093			0.21808656450903158	0.055383274632306884
SFN	-0.2419763917496232	0.16222415677515734	4.880977304656702e-10	0.5682515443588848	-422.6020681262355			0.17313335012435327	0.23611557536562217
GPHN	0.33038721075319893	0.0651968063246631	0.13418478700966305	0.5669249839866287	-392.4917337175416			0.17917788037709362	0.11046298273660535
FTL	-0.17703739950235906	0.37367312893663607	0.036936409363532964	0.6050608826863085	-365.8579845852255			0.19900471246630846	0.46656772313771666
YWHAG	0.35086622827345854	0.03948968589426378	0.06092487587297521	0.5112153108682593	-377.56688414895655			0.17040219996687983	0.07337004140581964
CBR1	0.6159331203490265	0.00353651540166	0.28691630604221124	0.6999207376617808	-410.0012663679188			0.21116799669419126	0.008827790353761985
SUCLG1	1.5709290386818455	3.243895257996598e-29	0.0822154274373571	0.3940754439660679	-380.5728090994385			0.1400085080843935	4.546087497278089e-28
GGCX	-0.428137289064358	0.015023015776865946	1.4679082047974376e-08	0.530251178749094	-373.4114532437661			0.1760560524331813	0.03196871687007699
ALDH7A1	0.6492777902680216	1.8289802648894303e-05	0.09376375902787816	0.45241417623050834	-404.4686773437543			0.151530235789883	6.770677886251061e-05
ECH1	-0.6037061355202384	0.0013394038095619328	0.05562887982457873	0.5894207607553966	-387.75519601074814			0.18822287205085786	0.003732827094262091
CES2	-0.256958626034106	0.18488327959131212	0.10741507435328725	0.673276821483853	-435.97485035415366			0.1938040147873356	0.26289965710905666
RETSAT	-0.3797366857431469	0.03715942182790583	0.14725517845650613	0.5438280261879205	-374.3373707115884			0.1822145837173125	0.06943503392985832
PCBP2	-0.1574078530694062	0.4149394809597323	0.015260803735275517	0.5917844963815613	-373.3693251835474			0.19308348853788349	0.5053661220441397
IDE	0.4867314059441964	0.021095772927346386	0.10533702167924211	0.7325057388796632	-418.92342063397336			0.2110473826394003	0.042846694082250114
CES1	-0.18173214042530544	0.30734444500457647	0.0570192688508621	0.548746622599414	-396.2829274173821			0.17802738282300604	0.39821268347285604
